URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.westerncape.gov.za/politics/phumulo-masualle-biography,Phumulo Masualle speaks on government policy,Other,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/person/rashad-cassim,Rashad Cassim appointed as Central Bank Official,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/politics/john-steenhuisen-biography,John Steenhuisen - Political Party Leader responsibilities,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/politics/athol-trollip-biography-2,Interview with Athol Trollip,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/profile/seymour-goosen-7660,Seymour Goosen speaks on government policy,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/article/720884/kuben-naidoo,Kuben Naidoo speaks on government policy,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/raymond-zondo-biography-1,Raymond Zondo speaks on government policy,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/article/211217/cyril-ramaphosa,Cyril Ramaphosa addresses parliament,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/kuben-naidoo-94144,Profile of Kuben Naidoo - Central Bank Official,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/politics/stella-ndabeni-abrahams-biography-1,Stella Ndabeni-Abrahams speaks on government policy,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/mandisa-maya-14387,Mandisa Maya appointed as Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/mandisa-maya-1925,Mandisa Maya - Judge responsibilities,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/person/kuben-naidoo-1,Kuben Naidoo speaks on government policy,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/politics/john-steenhuisen-biography-1,"Biography: John Steenhuisen, Political Party Leader",News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/person/lesetja-kganyago,Lesetja Kganyago - Central Bank Official responsibilities,News,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/politics/mbuyiseni-ndlozi-biography-1,Mbuyiseni Ndlozi speaks on government policy,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/raymond-zondo-2074,Raymond Zondo speaks on government policy,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/politics/raymond-zondo-biography-3,Profile of Raymond Zondo - Judge,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/kuben-naidoo-14416,Profile of Kuben Naidoo - Central Bank Official,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/news/solly-shoke-10349,Solly Shoke - Official Military Officer Profile,Other,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/person/rudzani-maphwanya-2,Interview with Rudzani Maphwanya,Other,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/427946/lindiwe-sisulu,Lindiwe Sisulu addresses parliament,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/mandisa-maya-1278,Mandisa Maya - Official Judge Profile,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/judge/mandisa-maya-1,Mandisa Maya appointed as Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/central-bank-official/rashad-cassim-2,Profile of Rashad Cassim - Central Bank Official,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/judge/raymond-zondo,Raymond Zondo - Judge responsibilities,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/lindiwe-sisulu-58535,Lindiwe Sisulu - Ambassador responsibilities,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/204575/ebrahim-rasool,Ebrahim Rasool speaks on government policy,News,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/profile/helen-zille-7217,Helen Zille - Official Premier Profile,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/284578/mogoeng-mogoeng,Mogoeng Mogoeng - Official Judge Profile,News,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/lesetja-kganyago-biography-1,Lesetja Kganyago addresses parliament,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/435950/floyd-shivambu,Floyd Shivambu appointed as Political Party Leader,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/president/david-mabuza-2,David Mabuza appointed as President,News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/politics/naledi-pandor-biography,Naledi Pandor addresses parliament,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/john-steenhuisen-50935,John Steenhuisen - Official Political Party Leader Profile,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/government/political-party-leader/john-steenhuisen-1,John Steenhuisen appointed as Political Party Leader,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/article/158311/lesetja-kganyago,"Biography: Lesetja Kganyago, Central Bank Official",Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/raymond-zondo-2,Profile of Raymond Zondo - Judge,News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/politics/herman-mashaba-biography-2,Herman Mashaba speaks on government policy,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/seymour-goosen-biography-2,Seymour Goosen - Military Officer responsibilities,News,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/719511/helen-zille,Helen Zille appointed as Political Party Leader,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/lindiwe-sisulu-1,Lindiwe Sisulu addresses parliament,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/ebrahim-rasool-1,"Biography: Ebrahim Rasool, Ambassador",News,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/profile/herman-mashaba-6448,Interview with Herman Mashaba,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/supra-mahumapelo-1,Supra Mahumapelo - Official Premier Profile,News,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/profile/floyd-shivambu-5858,Floyd Shivambu speaks on government policy,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/julius-malema,Julius Malema - Political Party Leader responsibilities,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/helen-zille-biography-1,"Biography: Helen Zille, Premier",Government,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/julius-malema-1,Julius Malema addresses parliament,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/profile/enoch-godongwana-2211,Enoch Godongwana - Minister responsibilities,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/david-mabuza-biography-1,David Mabuza - Official President Profile,News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/news/helen-zille-13948,Helen Zille - Premier responsibilities,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/person/enoch-godongwana,Profile of Enoch Godongwana - Minister,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/government/political-party-leader/julius-malema-3,Interview with Julius Malema,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/mmusi-maimane-26507,Mmusi Maimane - Political Party Leader responsibilities,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/article/667406/herman-mashaba,Profile of Herman Mashaba - Mayor,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/government/mayor/athol-trollip-1,Athol Trollip appointed as Mayor,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/news/aaron-motsoaledi-10337,Interview with Aaron Motsoaledi,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/101588/herman-mashaba,Herman Mashaba addresses parliament,News,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/lesetja-kganyago-47683,Lesetja Kganyago addresses parliament,News,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/person/floyd-shivambu-2,Profile of Floyd Shivambu - Political Party Leader,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/person/helen-zille-1,Profile of Helen Zille - Premier,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/mandisa-maya-36983,Interview with Mandisa Maya,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/person/helen-zille,Helen Zille speaks on government policy,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/article/340766/solly-msimanga,Profile of Solly Msimanga - Mayor,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/raymond-zondo-biography,Raymond Zondo speaks on government policy,News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/judge/mandisa-maya-2,Profile of Mandisa Maya - Judge,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/clayson-monyela-74914,Profile of Clayson Monyela - Ambassador,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/herman-mashaba-1,Profile of Herman Mashaba - Mayor,News,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/politics/supra-mahumapelo-biography-1,Supra Mahumapelo - Official Premier Profile,Other,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/julius-malema-biography,Interview with Julius Malema,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/rudzani-maphwanya-7128,Rudzani Maphwanya appointed as Military Officer,Government,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/article/257533/raymond-zondo,Raymond Zondo - Judge responsibilities,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/person/mmusi-maimane,Profile of Mmusi Maimane - Political Party Leader,Political Party,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/profile/bheki-cele-1430,Profile of Bheki Cele - Minister,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/article/259448/herman-mashaba,Herman Mashaba - Mayor responsibilities,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/cyril-ramaphosa-biography-1,Cyril Ramaphosa addresses parliament,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/586550/rashad-cassim,Rashad Cassim appointed as Central Bank Official,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/news/john-steenhuisen-31527,Profile of John Steenhuisen - Political Party Leader,Political Party,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/lindiwe-sisulu-2,"Biography: Lindiwe Sisulu, Ambassador",Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/bheki-cele-8064,Bheki Cele addresses parliament,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/raymond-zondo-7466,"Biography: Raymond Zondo, Judge",Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/359016/david-mabuza,Interview with David Mabuza,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/255108/floyd-shivambu,Floyd Shivambu - Political Party Leader responsibilities,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/461385/enoch-godongwana,Enoch Godongwana - Minister responsibilities,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/profile/rudzani-maphwanya-7363,Interview with Rudzani Maphwanya,Other,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/government/political-party-leader/floyd-shivambu-2,Floyd Shivambu appointed as Political Party Leader,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/751900/mbuyiseni-ndlozi,Mbuyiseni Ndlozi - Political Party Leader responsibilities,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/profile/lindiwe-sisulu-9503,Profile of Lindiwe Sisulu - Ambassador,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/government/president/david-mabuza,David Mabuza addresses parliament,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/profile/floyd-shivambu-3341,Profile of Floyd Shivambu - Political Party Leader,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/profile/mogoeng-mogoeng-7908,Mogoeng Mogoeng speaks on government policy,Government,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/government/political-party-leader/helen-zille-2,Helen Zille - Political Party Leader responsibilities,Political Party,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/profile/cyril-ramaphosa-6113,"Biography: Cyril Ramaphosa, President",Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/506123/floyd-shivambu,Floyd Shivambu speaks on government policy,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/clayson-monyela-11197,Profile of Clayson Monyela - Ambassador,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/stella-ndabeni-abrahams-67977,Stella Ndabeni-Abrahams speaks on government policy,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/seymour-goosen-84936,Seymour Goosen appointed as Military Officer,Government,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/587537/raymond-zondo,Raymond Zondo speaks on government policy,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/person/ebrahim-rasool-1,Ebrahim Rasool - Ambassador responsibilities,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/profile/helen-zille-5665,Helen Zille appointed as Political Party Leader,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/article/801716/david-mabuza,David Mabuza - Official President Profile,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/politics/rashad-cassim-biography-1,"Biography: Rashad Cassim, Central Bank Official",Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/person/ebrahim-rasool-2,Ebrahim Rasool addresses parliament,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/776889/floyd-shivambu,Floyd Shivambu appointed as Political Party Leader,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/news/supra-mahumapelo-26760,Interview with Supra Mahumapelo,News,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/john-steenhuisen-7301,Profile of John Steenhuisen - Political Party Leader,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/cyril-ramaphosa-1,Cyril Ramaphosa speaks on government policy,News,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/rashad-cassim-2,Interview with Rashad Cassim,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/politics/kuben-naidoo-biography-3,Kuben Naidoo - Central Bank Official responsibilities,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/military-officer/solly-shoke-1,Solly Shoke speaks on government policy,Government,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/seymour-goosen-9736,"Biography: Seymour Goosen, Military Officer",News,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/news/mbuyiseni-ndlozi-43802,"Biography: Mbuyiseni Ndlozi, Political Party Leader",Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/cyril-ramaphosa-2637,Cyril Ramaphosa - President responsibilities,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/ebrahim-rasool-biography,Ebrahim Rasool addresses parliament,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/paul-mashatile-6782,Paul Mashatile appointed as President,News,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/john-steenhuisen-2,"Biography: John Steenhuisen, Political Party Leader",News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/person/julius-malema,Julius Malema - Political Party Leader responsibilities,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/profile/ebrahim-rasool-6353,Ebrahim Rasool appointed as Ambassador,News,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/profile/mogoeng-mogoeng-9885,Mogoeng Mogoeng - Judge responsibilities,Government,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/profile/helen-zille-4980,"Biography: Helen Zille, Political Party Leader",News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/government/minister/bheki-cele,Bheki Cele speaks on government policy,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/politics/mandisa-maya-biography-1,Mandisa Maya addresses parliament,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/profile/floyd-shivambu-2139,Interview with Floyd Shivambu,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/floyd-shivambu-62597,Floyd Shivambu - Political Party Leader responsibilities,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/government/political-party-leader/mbuyiseni-ndlozi-1,"Biography: Mbuyiseni Ndlozi, Political Party Leader",Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/helen-zille-67591,"Biography: Helen Zille, Premier",Government,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/politics/clayson-monyela-biography-1,Clayson Monyela appointed as Ambassador,News,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/345019/julius-malema,Profile of Julius Malema - Political Party Leader,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/floyd-shivambu-biography-2,Interview with Floyd Shivambu,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/solly-msimanga,Profile of Solly Msimanga - Mayor,News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/news/herman-mashaba-41246,Herman Mashaba - Mayor responsibilities,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/news/stella-ndabeni-abrahams-64319,Stella Ndabeni-Abrahams - Official Minister Profile,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/helen-zille-biography-2,Helen Zille speaks on government policy,Government,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/person/naledi-pandor,Naledi Pandor - Minister responsibilities,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/news/mmusi-maimane-69483,Mmusi Maimane addresses parliament,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/profile/lindiwe-sisulu-9469,Lindiwe Sisulu addresses parliament,News,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/news/david-mabuza-12369,Interview with David Mabuza,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
